Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Courier Code,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
1449,SOWILO COMMUNITY HIGH SCHOOL,UNIT 1/2 GILLAM DRIVE,KELMSCOTT,WA,6111,UNIT 1/2 GILLAM DRIVE,KELMSCOTT,WA,6111,-32.13104805,116.0098146,POST,08 9390 1995,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,6,11,11,14,17,27,,86
5673,SPEARWOOD ALTERNATIVE SCHOOL,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,-32.10779115,115.7843999,POST,08 9414 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,11,13,10,13,10,14,12,11,,,,,,,,,94
5421,SPEARWOOD PRIMARY SCHOOL,73 GERALD STREET,SPEARWOOD,WA,6163,73 GERALD STREET,SPEARWOOD,WA,6163,-32.10148403,115.7865958,H70,08 9414 2300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,13,14,20,14,6,12,10,15,,,,,,,,,104
6085,SPENCER PARK EDUCATION SUPPORT CENTRE,HARDIE ROAD,SPENCER PARK,WA,6330,HARDIE ROAD,ALBANY,WA,6330,-35.00554419,117.9018778,POST,08 6821 3050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,5,2,3,2,3,6,2,5,,,,,,,,,28
5422,SPENCER PARK PRIMARY SCHOOL,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554418,117.90187792,POST,08 6821 3000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,23,40,36,39,31,43,32,,,,,,,,,277
1414,SPIRIT OF PLAY COMMUNITY SCHOOL,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,"OLD PO BUILDING, INLET DRIVE",DENMARK,WA,6333,-34.97137317,117.3650044,POST,08 9848 2285,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,7,9,14,13,9,10,8,7,,,,,,,,,77
5825,SPRING HILL PRIMARY SCHOOL,50 SPRING HILL STREET,TAPPING,WA,6065,50 SPRING HILL STREET,TAPPING,WA,6065,-31.7226147,115.7932625,POST,08 6207 3800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,100,98,115,103,118,102,72,94,,,,,,,,,802
8126,SPRING ROAD COMMUNITY KINDERGARTEN (INC),1A SPRING ROAD,KALAMUNDA,WA,6076,1A SPRING ROAD,KALAMUNDA,WA,6076,-31.97174951,116.06115406,POST,08 9293 3292,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,20,,,,,,,,,,,,,,,,20
5557,SPRINGFIELD PRIMARY SCHOOL,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,-31.79256944,115.75018194,POST,08 9407 3000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,26,32,35,31,34,34,13,,,,,,,,,236
1410,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,60 VICTORSEN PARADE,CLARKSON,WA,6030,60 VICTORSEN PARADE,CLARKSON,WA,6030,-31.68720765,115.72186036,POST,08 6206 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,46,42,49,47,44,56,54,54,,,,,,,,,392
1374,ST ANDREW'S GRAMMAR,4 HELLENIC DRIVE,DIANELLA,WA,6059,4 HELLENIC DRIVE,DIANELLA,WA,6059,-31.87118268,115.8741054,POST,08 9376 5850,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,35,25,35,26,48,27,41,24,,45,41,28,27,20,26,,448
1078,ST ANNE'S SCHOOL,YOUNG STREET,HARVEY,WA,6220,PO BOX 493,HARVEY,WA,6220,-33.08300334,115.8913206,POST,08 9782 3300,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,15,19,20,19,23,27,21,19,,,,,,,,,163
1187,ST ANTHONY'S SCHOOL,7 SERVITE TERRACE,WANNEROO,WA,6065,7 SERVITE TERRACE,WANNEROO,WA,6065,-31.74897887,115.80379819,POST,08 9303 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,66,59,56,54,57,60,64,58,,,,,,,,,474
1116,ST ANTHONY'S SCHOOL,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,-31.89553184,116.04389261,POST,08 9294 5500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,56,56,49,57,55,60,53,59,,,,,,,,,445
1165,ST AUGUSTINE'S SCHOOL,34 GLADSTONE ROAD,RIVERVALE,WA,6103,34 GLADSTONE ROAD,RIVERVALE,WA,6103,-31.9598035,115.90624131,POST,08 9260 3200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,30,28,24,30,25,22,25,16,,,,,,,,,200
1004,ST BENEDICT'S SCHOOL,70 ALNESS STREET,APPLECROSS,WA,6153,70 ALNESS STREET,APPLECROSS,WA,6153,-32.018476,115.839433,POST,08 6217 3500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,64,43,55,51,63,54,34,32,,,,,,,,,396
1393,ST BERNADETTE'S CATHOLIC PRIMARY SCHOOL,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,-32.36083888,115.75614018,POST,08 9593 4066,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,50,52,55,59,59,49,62,64,,,,,,,,,450
1097,ST BERNARD'S SCHOOL,11 KATANNING ROAD,KOJONUP,WA,6395,11 KATANNING ROAD,KOJONUP,WA,6395,-33.82759512,117.1619039,POST,08 9831 3500,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,7,7,11,10,14,11,12,8,,,,,,,,,80
1103,ST BRIGID'S COLLEGE,200 LESMURDIE ROAD,LESMURDIE,WA,6076,200 LESMURDIE ROAD,LESMURDIE,WA,6076,-31.99663035,116.0520664,POST,08 9290 4200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,48,51,33,30,51,45,54,59,,83,89,88,82,92,104,,909
1115,ST BRIGID'S PRIMARY SCHOOL,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,-31.87563515,116.01434695,POST,08 9250 1592,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,64,50,47,54,48,61,61,63,,,,,,,,,448
1025,ST BRIGID'S SCHOOL,130 ROE STREET,BRIDGETOWN,WA,6255,130 ROE STREET,BRIDGETOWN,WA,6255,-33.957669,116.140604,POST,08 9764 6100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,31,18,21,17,19,22,23,22,,,,,,,,,173
1047,ST BRIGID'S SCHOOL,205 PRINSEP STREET,COLLIE,WA,6225,205 PRINSEP STREET,COLLIE,WA,6225,-33.3481206,116.15829387,POST,08 9735 9200,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,29,21,21,16,23,23,33,22,,,,,,,,,188
1159,ST CECILIA'S CATHOLIC PRIMARY SCHOOL,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,-20.30972649,118.60218962,POST,08 9174 7000,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,26,27,22,19,23,27,16,23,,,,,,,,,183
1099,ST CLARE'S SCHOOL,14-16 MCCARTNEY CRESCENT,LATHLAIN,WA,6100,14-16 MCCARTNEY CRESCENT,LATHLAIN,WA,6100,-31.9711354,115.90861583,POST,08 9366 7500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y08,Y12,,,,,,,,,,,2,5,8,9,12,,36
1153,ST COLUMBA'S CATHOLIC PRIMARY SCHOOL,30 YORK STREET,SOUTH PERTH,WA,6151,30 YORK STREET,SOUTH PERTH,WA,6151,-31.97839416,115.86000179,POST,08 6436 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,67,60,60,49,54,57,24,22,,,,,,,,,393
1013,ST COLUMBA'S SCHOOL,32 ROBERTS STREET,BAYSWATER,WA,6053,32 ROBERTS STREET,BAYSWATER,WA,6053,-31.922883,115.910649,POST,08 9208 2700,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,79,60,56,59,57,61,55,54,,,,,,,,,481
1461,ST DAMIEN'S CATHOLIC PRIMARY SCHOOL,1 NYABING PASS,DAWESVILLE,WA,6211,PO BOX 5020,FALCON,WA,6210,-32.62651453,115.63138147,POST,08 9583 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,90,60,55,41,52,55,54,63,,,,,,,,,470
1087,ST DENIS SCHOOL,2 ORCHID STREET,JOONDANNA,WA,6060,2 ORCHID STREET,JOONDANNA,WA,6060,-31.90973888,115.84438135,POST,08 9242 3422,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,39,30,30,30,31,26,22,24,,,,,,,,,232
1086,ST DOMINIC'S SCHOOL,95 BEATRICE STREET,INNALOO,WA,6018,95 BEATRICE STREET,INNALOO,WA,6018,-31.89441457,115.79091987,POST,08 9449 6900,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,17,18,19,21,17,20,23,18,,,,,,,,,153
1490,ST ELIZABETH'S CATHOLIC PRIMARY SCHOOL,30 RANWORTH DRIVE,HOCKING,WA,6065,30 RANWORTH DRIVE,HOCKING,WA,6065,-31.7719113,115.81333603,POST,08 9303 7600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y05,15,32,24,24,9,19,3,,,,,,,,,,126
1447,ST EMILIE'S CATHOLIC PRIMARY SCHOOL,151 AMHERST ROAD,CANNING VALE,WA,6155,151 AMHERST ROAD,CANNING VALE,WA,6155,-32.08151946,115.93292095,POST,08 9256 9696,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,58,60,56,61,54,60,52,63,,,,,,,,,464
1453,ST FRANCIS OF ASSISI CATHOLIC PRIMARY SCHOOL,1051 CONNOLLY DRIVE,BUTLER,WA,6036,1051 CONNOLLY DRIVE,BUTLER,WA,6036,-31.65368589,115.7121324,POST,08 9562 9500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,59,56,55,59,51,55,60,55,,,,,,,,,450
1257,ST FRANCIS XAVIER PRIMARY SCHOOL,5 MAITLAND STREET,GERALDTON,WA,6530,5 MAITLAND STREET,GERALDTON,WA,6530,-28.77685819,114.61470629,POST,08 9921 1711,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,77,57,35,58,54,52,63,53,,,,,,,,,449
1499,ST FRANCIS' SCHOOL,10 ALLOA ROAD,MADDINGTON,WA,6109,10 ALLOA ROAD,MADDINGTON,WA,6109,-32.04608954,115.98433745,POST,08 9262 4421,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y10,Y12,,,,,,,,,,,,,7,12,14,,33
1440,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,50 WILLIAM STREET,PERTH,WA,6000,50 WILLIAM STREET,PERTH,WA,6000,-31.95409073,115.85709568,POST,08 9312 0800,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,55,65,64,77,56,53,,370
1011,ST GERARD'S PRIMARY SCHOOL,31 CHANGTON WAY,WESTMINSTER,WA,6061,31 CHANGTON WAY,WESTMINSTER,WA,6061,-31.869729,115.848544,POST,08 6241 8500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,30,29,27,29,30,18,19,16,,,,,,,,,198
1425,ST HELENA'S CATHOLIC PRIMARY SCHOOL,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,-31.79237522,115.97601159,POST,08 9297 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,66,60,56,59,60,57,50,87,,,,,,,,,495
1122,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,-32.005047,115.767812,POST,08 9285 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,38,20,21,23,27,35,72,69,,104,124,130,137,128,147,,1075
1493,ST JAMES' ANGLICAN SCHOOL,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,-31.618541,115.68637,POST,08 6336 8330,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y11,58,54,52,60,56,63,48,58,,70,71,65,42,20,,,717
1169,ST JEROME'S PRIMARY SCHOOL,38 TROODE STREET,LAKE COOGEE,WA,6166,38 TROODE STREET,LAKE COOGEE,WA,6166,-32.12190314,115.7825495,POST,08 9499 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,94,81,74,83,72,75,84,87,,,,,,,,,650
1480,ST JOHN BOSCO COLLEGE,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,-32.14606715,115.92887725,POST,08 9234 9600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y07,75,60,62,59,61,62,54,40,,84,,,,,,,557
1458,ST JOHN PAUL II CATHOLIC PRIMARY SCHOOL,6 KURRAJONG BOULEVARD,BANKSIA GROVE,WA,6031,PO BOX 454,WANNEROO,WA,6946,-31.69517618,115.8054016,POST,08 9303 7101,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,36,38,27,41,41,30,40,41,,,,,,,,,294
1206,ST JOHN'S SCHOOL,12 TAMAR STREET,RANGEWAY,WA,6530,12 TAMAR STREET,RANGEWAY,WA,6530,-28.78351925,114.626735,POST,08 9920 0100,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,26,27,24,25,23,23,26,24,,,,,,,,,198
1166,ST JOHN'S SCHOOL,21 LALOR STREET,SCARBOROUGH,WA,6019,21 LALOR STREET,SCARBOROUGH,WA,6019,-31.89350925,115.7669125,POST,08 9203 3000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,26,32,23,29,29,25,26,18,,,,,,,,,208
1158,ST JOSEPH'S CATHOLIC PRIMARY SCHOOL,46 GEORGE STREET,PINJARRA,WA,6208,46 GEORGE STREET,PINJARRA,WA,6208,-32.6307843,115.8733555,POST,08 9530 5500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,37,19,20,25,24,20,24,23,,,,,,,,,192
1002,ST JOSEPH'S COLLEGE,MARTIN ROAD,ALBANY,WA,6330,MARTIN ROAD,ALBANY,WA,6330,-34.997944,117.902192,POST,08 9844 0222,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,46,31,45,47,44,33,53,53,,58,62,47,36,43,25,,623
1030,ST JOSEPH'S PRIMARY SCHOOL,PARADE ROAD,BUNBURY,WA,6230,PARADE ROAD,BUNBURY,WA,6230,-33.37377642,115.6330822,POST,08 9796 8100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,55,48,58,53,53,47,63,60,,,,,,,,,437
1139,ST JOSEPH'S SCHOOL,1 LANCE STREET,NORTHAM,WA,6401,1 LANCE STREET,NORTHAM,WA,6401,-31.65767596,116.67828221,POST,08 9621 3500,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,53,51,57,43,53,44,53,59,,59,60,56,46,41,31,,706
1188,ST JOSEPH'S SCHOOL,MILLAR STREET,WAROONA,WA,6215,MILLAR STREET,WAROONA,WA,6215,-32.84466984,115.922516,POST,08 9782 6500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,18,16,24,21,13,19,27,18,,,,,,,,,156
1098,ST JOSEPH'S SCHOOL,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,-15.76988667,128.7328237,POST,08 9168 1079,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,24,21,26,21,18,17,13,17,,,,,,,,,157
1145,ST JOSEPH'S SCHOOL,GUPPY STREET,PEMBERTON,WA,6260,GUPPY STREET,PEMBERTON,WA,6260,-34.44616935,116.0353768,POST,08 9776 1180,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,6,5,5,2,5,3,8,9,,,,,,,,,43
1168,ST JOSEPH'S SCHOOL,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,-31.22952336,119.3250078,POST,08 9049 2100,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,9,5,4,5,3,4,5,1,,,,,,,,,36
1200,ST JOSEPH'S SCHOOL,ST PETER'S WAY,WYNDHAM,WA,6740,ST PETER'S WAY,WYNDHAM,WA,6740,-15.48554463,128.1247657,POST,08 9161 1021,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,13,8,9,6,7,7,5,11,,,,,,,,,66
1161,ST JOSEPH'S SCHOOL,140 RAILWAY PARADE,QUEENS PARK,WA,6107,140 RAILWAY PARADE,QUEENS PARK,WA,6107,-32.00565787,115.93873077,POST,08 9251 0500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,73,60,60,58,60,64,64,64,,,,,,,,,503
1118,ST JOSEPH'S SCHOOL,KINTORE STREET,MOORA,WA,6510,PO BOX 213,MOORA,WA,6510,-30.64061007,116.001419,POST,08 9690 8888,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,17,20,23,24,14,25,16,22,,,,,,,,,161
1023,ST JOSEPH'S SCHOOL,BURT STREET,BOULDER,WA,6432,BURT STREET,BOULDER,WA,6432,-30.782918,121.47335,POST,08 9093 2351,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,53,34,24,18,26,18,23,26,,,,,,,,,222
1263,ST JUDE'S CATHOLIC SCHOOL,17 BARNSTON WAY,LANGFORD,WA,6147,17 BARNSTON WAY,LANGFORD,WA,6147,-32.04434722,115.9351485,POST,08 6350 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,28,25,31,28,26,24,26,30,,,,,,,,,218
1177,ST KIERAN CATHOLIC PRIMARY SCHOOL,116 TYLER STREET,TUART HILL,WA,6060,116 TYLER STREET,TUART HILL,WA,6060,-31.90272667,115.83154187,POST,08 6383 2600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,62,60,50,58,59,60,50,60,,,,,,,,,459
1010,ST LAWRENCE PRIMARY SCHOOL,386 ALBERT STREET,BALCATTA,WA,6021,386 ALBERT STREET,BALCATTA,WA,6021,-31.879112,115.827758,POST,08 9344 4944,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,40,29,30,30,30,28,29,28,,,,,,,,,244
1022,ST LAWRENCE'S PRIMARY SCHOOL,350 CHAPMAN ROAD,GERALDTON,WA,6530,350 CHAPMAN ROAD,GERALDTON,WA,6530,-28.744657,114.622509,POST,08 9968 2000,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,78,58,63,59,82,66,73,63,,,,,,,,,542
1355,ST LUKE'S CATHOLIC PRIMARY SCHOOL,17 DUFFY TERRACE,WOODVALE,WA,6026,17 DUFFY TERRACE,WOODVALE,WA,6026,-31.80201996,115.80545987,POST,08 9309 2949,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,76,57,53,58,58,53,55,57,,,,,,,,,467
1335,ST LUKE'S COLLEGE,ROSEMARY ROAD,KARRATHA,WA,6714,ROSEMARY ROAD,KARRATHA,WA,6714,-20.75172597,116.8174458,POST,08 9144 1081,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,81,71,71,63,48,27,,361
1163,ST MARIA GORETTI'S CATHOLIC SCHOOL,64 MORRISON STREET,REDCLIFFE,WA,6104,64 MORRISON STREET,REDCLIFFE,WA,6104,-31.93908153,115.94377599,POST,08 6279 2000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,60,58,48,39,45,35,37,40,,,,,,,,,362
1325,ST MARK'S ANGLICAN COMMUNITY SCHOOL,ST MARKS DRIVE,HILLARYS,WA,6025,PO BOX 231,HILLARYS,WA,6923,-31.79848743,115.7428728,POST,08 9403 1300,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,49,50,58,87,87,116,116,180,,180,179,139,162,174,158,,1735
1528,ST MARTIN DE PORRES SCHOOL,154 FREDERICK STREET,DJUGUN,WA,6725,154 FREDERICK STREET,DJUGUN,WA,6725,-17.954391,122.224409,UNKNOWN,08 9195 4200,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,,,,,,,,,,,,,,,,,,,
1394,ST MARY MACKILLOP COLLEGE,MACKILLOP AVENUE,BUSSELTON,WA,6280,MACKILLOP AVENUE,BUSSELTON,WA,6280,-33.66260748,115.3302509,POST,08 9752 7400,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,76,60,60,69,71,72,96,96,,174,179,156,135,106,99,,1449
1038,ST MARY STAR OF THE SEA CATHOLIC SCHOOL,JOHNSTON STREET,CARNARVON,WA,6701,JOHNSTON STREET,CARNARVON,WA,6701,-24.88555971,113.6586924,POST,08 9941 1328,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,31,21,27,20,23,28,29,28,,31,33,20,14,9,4,,318
1157,ST MARY'S ANGLICAN GIRLS' SCHOOL,75 ELLIOTT ROAD,KARRINYUP,WA,6018,75 ELLIOTT ROAD,KARRINYUP,WA,6018,-31.87697112,115.766244,POST,08 9341 9111,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,17,34,26,39,45,52,74,82,,183,186,192,191,174,155,,1450
1387,ST MARY'S CATHOLIC PRIMARY SCHOOL,18 MARY STREET,BUNBURY,WA,6230,18 MARY STREET,BUNBURY,WA,6230,-33.34321035,115.6449424,POST,08 9726 7500,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,44,29,29,30,30,29,28,26,,,,,,,,,245
1024,ST MARY'S CATHOLIC SCHOOL,KNAPP STREET,BOYUP BROOK,WA,6244,KNAPP STREET,BOYUP BROOK,WA,6244,-33.83782677,116.3858836,POST,08 9765 1333,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,15,3,5,7,7,17,13,6,,,,,,,,,73
1227,ST MARY'S COLLEGE,3 PORT DRIVE,BROOME,WA,6725,3 PORT DRIVE,BROOME,WA,6725,-17.96107323,122.22248696,POST,08 9194 9500,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,66,55,57,61,56,48,55,60,,78,59,57,35,43,24,,754
1088,ST MARY'S PRIMARY SCHOOL,DUGAN STREET,KALGOORLIE,WA,6433,DUGAN STREET,KALGOORLIE,WA,6433,-30.74327964,121.4718278,POST,08 9092 0900,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,56,59,56,54,53,50,45,46,,,,,,,,,419
1113,ST MARY'S SCHOOL,37 SOUTH AVENUE,MERREDIN,WA,6415,37 SOUTH AVENUE,MERREDIN,WA,6415,-31.48713246,118.27466747,POST,08 9041 1907,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,28,19,26,17,21,18,15,16,,,,,,,,,160
1059,ST MARY'S SCHOOL,BENTLEY STREET,DONNYBROOK,WA,6239,BENTLEY STREET,DONNYBROOK,WA,6239,-33.57519912,115.818426,POST,08 97324700,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,15,20,13,10,18,19,22,15,,,,,,,,,132
1141,ST MARY'S SCHOOL,26 MARY STREET,NORTHAMPTON,WA,6535,26 MARY STREET,NORTHAMPTON,WA,6535,-28.35047262,114.62959768,POST,08 9934 1112,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,9,5,10,6,13,10,5,4,,,,,,,,,62
1131,ST MATTHEW'S SCHOOL,9 GLYDE STREET,NARROGIN,WA,6312,9 GLYDE STREET,NARROGIN,WA,6312,-32.93530913,117.17448584,POST,08 9853 9500,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,20,21,19,22,20,16,17,16,,,,,,,,,151
1028,ST MICHAEL'S SCHOOL,11-13 SOMMERS ROAD,BRUNSWICK JUNCTION,WA,6224,11-13 SOMMERS ROAD,BRUNSWICK JUNCTION,WA,6224,-33.25458537,115.837794,POST,08 9726 1317,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,13,4,11,9,8,12,19,11,,,,,,,,,87
1012,ST MICHAEL'S SCHOOL,4 JAMES STREET,BASSENDEAN,WA,6054,4 JAMES STREET,BASSENDEAN,WA,6054,-31.905456,115.949922,POST,08 6278 9888,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,31,31,29,31,27,32,33,28,,,,,,,,,242
1073,ST MUNCHIN'S CATHOLIC SCHOOL,1 ISDELL PLACE,GOSNELLS,WA,6110,1 ISDELL PLACE,GOSNELLS,WA,6110,-32.08196889,115.98733987,POST,08 9234 7555,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,38,48,38,36,53,45,42,49,,,,,,,,,349
1162,ST NORBERT COLLEGE,135 TREASURE ROAD,QUEENS PARK,WA,6107,135 TREASURE ROAD,QUEENS PARK,WA,6107,-32.00436432,115.9403443,POST,08 9350 5433,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,160,162,164,152,140,141,,919
